Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
370,Latrell Sprewell,SF,33,MIN,82,82,3100,518,1266,.409,99,299,.331,419,967,.433,.448,240,295,.814,56,254,310,286,88,21,158,101,1375
371,Jerry Stackhouse,SF,29,WAS,26,17,774,128,321,.399,23,65,.354,105,256,.410,.435,83,103,.806,16,78,94,103,24,3,88,49,362
372,Vladimir Stepania,C,27,POR,42,2,453,43,103,.417,0,0,0,43,103,.417,.417,22,36,.611,50,75,125,23,11,15,19,61,108
373,DeShawn Stevenson,SG-SF,22,TOT,80,78,2444,376,871,.432,19,71,.268,357,800,.446,.443,138,204,.676,79,219,298,158,52,17,120,140,909
374,Michael Stewart,C-PF,28,TOT,25,2,147,5,12,.417,0,0,0,5,12,.417,.417,3,4,.750,8,21,29,0,2,10,3,34,13
375,Peja Stojakovic,SF,26,SAC,81,81,3264,665,1386,.480,240,554,.433,425,832,.511,.566,394,425,.927,91,417,508,173,108,14,153,159,1964
376,Damon Stoudamire,PG,30,POR,82,82,3118,408,1018,.401,156,427,.365,252,591,.426,.477,127,145,.876,52,256,308,500,99,9,180,173,1099
377,Amar'e Stoudemire,PF,21,PHO,55,53,2025,411,865,.475,1,5,.200,410,860,.477,.476,310,435,.713,157,339,496,78,64,89,177,188,1133
378,Erick Strickland,PG,30,MIL,43,0,571,79,196,.403,29,66,.439,50,130,.385,.477,44,51,.863,13,58,71,90,26,2,54,63,231
379,Rod Strickland,PG,37,TOT,61,10,1197,150,353,.425,10,36,.278,140,317,.442,.439,72,98,.735,34,121,155,244,35,11,85,76,382
380,Bruno Sundov,C,23,TOT,5,0,33,4,10,.400,0,0,0,4,10,.400,.400,3,6,.500,2,8,10,1,0,0,3,9,11
381,Bob Sura,SG,30,TOT,80,18,1663,202,485,.416,21,79,.266,181,406,.446,.438,171,226,.757,100,226,326,233,62,14,105,158,596
382,Mike Sweetney,PF,21,NYK,42,1,494,69,140,.493,0,1,.000,69,139,.496,.493,42,58,.724,68,89,157,14,18,12,32,57,180
383,Stromile Swift,PF,24,MEM,77,10,1528,268,571,.469,1,4,.250,267,567,.471,.470,190,262,.725,141,237,378,38,56,118,88,188,727
384,Wally Szczerbiak,SF,26,MIN,28,0,622,106,236,.449,20,46,.435,86,190,.453,.492,53,64,.828,24,64,88,33,12,1,28,42,285
385,Maurice Taylor,PF,27,HOU,75,10,2081,367,765,.480,0,2,.000,367,763,.481,.480,128,174,.736,131,253,384,107,43,47,149,253,862
386,Jason Terry,PG,26,ATL,81,78,3018,499,1196,.417,146,421,.347,353,775,.455,.478,215,260,.827,49,287,336,437,124,16,229,192,1359
387,Etan Thomas,C,25,WAS,79,15,1901,257,526,.489,0,0,0,257,526,.489,.489,191,295,.647,183,345,528,68,36,123,113,219,705
388,Kenny Thomas,PF,26,PHI,74,72,2699,381,813,.469,1,5,.200,380,808,.470,.469,243,323,.752,261,489,750,111,82,33,172,219,1006
389,Kurt Thomas,PF,31,NYK,80,75,2548,392,829,.473,0,3,.000,392,826,.475,.473,106,127,.835,145,517,662,149,56,80,132,298,890
390,Tim Thomas,SF,26,TOT,66,65,2089,363,813,.446,73,194,.376,290,619,.468,.491,171,218,.784,64,256,320,124,64,20,116,196,970
391,Jamaal Tinsley,PG,25,IND,52,43,1378,153,370,.414,77,207,.372,76,163,.466,.518,49,67,.731,28,108,136,303,84,17,110,132,432
392,Robert Traylor,C,26,NOH,71,0,942,145,287,.505,2,5,.400,143,282,.507,.509,70,128,.547,106,156,262,43,39,37,62,161,362
393,Gary Trent,C,29,MIN,68,2,1025,155,328,.473,0,6,.000,155,322,.481,.473,69,91,.758,83,133,216,49,12,17,54,129,379
394,Jeff Trepagnier,SG,24,DEN,11,0,96,10,38,.263,2,4,.500,8,34,.235,.289,3,6,.500,6,9,15,4,3,0,6,7,25
395,Cezary Trybanski,C,24,TOT,7,0,15,0,4,.000,0,0,0,0,4,.000,.000,1,2,.500,0,1,1,0,1,1,2,3,1
396,Jake Tsakalidis,C,24,MEM,40,28,533,67,133,.504,0,0,0,67,133,.504,.504,36,61,.590,37,91,128,18,9,22,23,79,170
397,Nikoloz Tskitishvili,PF,20,DEN,39,0,307,40,122,.328,3,11,.273,37,111,.333,.340,23,29,.793,24,39,63,10,6,8,17,50,106
398,Hedo Turkoglu,SF,24,SAS,80,44,2073,262,645,.406,101,241,.419,161,404,.399,.484,114,161,.708,52,306,358,154,80,32,94,165,739
399,Ime Udoka,SF,26,LAL,4,0,28,3,9,.333,0,1,.000,3,8,.375,.333,2,4,.500,1,4,5,2,2,1,3,3,8
400,Nick Van Exel,PG,32,GSW,39,29,1255,187,479,.390,46,150,.307,141,329,.429,.438,70,99,.707,16,88,104,206,20,2,78,57,490
401,Keith Van Horn,SF,28,TOT,72,62,2340,410,903,.454,93,233,.399,317,670,.473,.506,249,290,.859,149,352,501,120,68,33,169,215,1162
402,Jacque Vaughn,PG,28,ATL,71,6,1271,107,277,.386,3,20,.150,104,257,.405,.392,53,68,.779,12,104,116,195,44,2,84,126,270
403,Jake Voskuhl,C,26,PHO,66,43,1606,152,300,.507,0,0,0,152,300,.507,.507,134,181,.740,123,220,343,57,42,25,77,258,438
404,Slavko Vranes,C,21,POR,1,0,3,0,1,.000,0,0,0,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,1,0
405,Dwyane Wade,PG,22,MIA,61,56,2126,371,798,.465,16,53,.302,355,745,.477,.475,233,312,.747,85,162,247,275,86,34,196,140,991
406,Dajuan Wagner,SG,20,CLE,44,4,708,112,306,.366,31,86,.360,81,220,.368,.417,32,47,.681,9,49,58,51,26,7,41,89,287
407,Antoine Walker,PF,27,DAL,82,82,2840,483,1129,.428,82,305,.269,401,824,.487,.464,103,186,.554,198,486,684,369,65,65,202,212,1151
408,Samaki Walker,PF,27,MIA,33,0,418,38,99,.384,0,2,.000,38,97,.392,.384,29,44,.659,42,70,112,6,9,11,15,54,105
409,Ben Wallace,C,29,DET,81,81,3050,315,748,.421,1,8,.125,314,740,.424,.422,142,290,.490,324,682,1006,138,143,246,123,162,773
410,Gerald Wallace,SF,21,SAC,37,1,337,32,89,.360,0,2,.000,32,87,.368,.360,11,24,.458,35,39,74,19,14,14,8,37,75
411,John Wallace,SF,29,MIA,37,0,368,61,145,.421,5,13,.385,56,132,.424,.438,31,40,.775,12,47,59,14,5,8,24,38,158
412,Rasheed Wallace,PF,29,TOT,68,66,2390,425,974,.436,82,248,.331,343,726,.472,.478,156,212,.736,102,357,459,156,61,122,119,190,1088
413,Luke Walton,PF,23,LAL,72,2,730,65,153,.425,13,39,.333,52,114,.456,.467,31,44,.705,39,88,127,113,28,8,44,70,174
414,Charlie Ward,PG,33,TOT,71,10,1252,160,390,.410,84,206,.408,76,184,.413,.518,20,27,.741,12,132,144,215,64,11,96,107,424
415,Earl Watson,PG,24,MEM,81,14,1669,172,464,.371,26,106,.245,146,358,.408,.399,90,138,.652,49,129,178,402,91,19,146,175,460
416,Clarence Weatherspoon,PF,33,TOT,52,1,868,104,211,.493,0,1,.000,104,210,.495,.493,53,72,.736,74,130,204,30,30,15,35,75,261
417,Chris Webber,PF,30,SAC,23,23,831,174,421,.413,1,5,.200,173,416,.416,.414,81,114,.711,48,152,200,105,31,20,60,76,430
418,Bonzi Wells,SG,27,TOT,72,27,1872,363,850,.427,22,69,.319,341,781,.437,.440,138,183,.754,78,182,260,139,91,19,161,197,886
419,Jiri Welsch,SG,24,BOS,81,68,2179,262,612,.428,69,181,.381,193,431,.448,.484,153,206,.743,60,236,296,183,101,7,129,176,746
420,David Wesley,SG,33,NOH,61,60,2001,311,800,.389,92,285,.323,219,515,.425,.446,137,182,.753,28,106,134,175,71,14,100,147,851
421,David West,PF,23,NOH,71,1,930,108,228,.474,0,2,.000,108,226,.478,.474,57,80,.713,117,180,297,60,27,28,48,117,273
422,Jahidi White,C,27,TOT,62,17,865,99,190,.521,0,0,0,99,190,.521,.521,63,126,.500,97,164,261,7,25,51,66,176,261
423,Rodney White,SF,23,DEN,72,0,985,215,468,.459,33,87,.379,182,381,.478,.495,78,104,.750,44,121,165,60,32,20,78,105,541
424,Chris Whitney,PG,32,WAS,16,5,186,17,45,.378,8,18,.444,9,27,.333,.467,5,5,1.000,3,12,15,14,6,2,6,6,47
425,Chris Wilcox,C,21,LAC,65,17,1340,227,436,.521,0,1,.000,227,435,.522,.521,105,150,.700,125,180,305,51,29,20,80,183,559
426,Mike Wilks,PG,24,HOU,26,0,145,17,36,.472,6,10,.600,11,26,.423,.556,10,12,.833,3,13,16,17,3,0,7,15,50
427,Aaron Williams,C,32,NJN,72,7,1337,172,342,.503,1,3,.333,171,339,.504,.504,105,155,.677,101,193,294,81,34,46,89,187,450
428,Alvin Williams,SG,29,TOR,56,54,1730,201,496,.405,26,89,.292,175,407,.430,.431,66,85,.776,18,132,150,224,55,10,78,114,494
429,Eric Williams,SF,31,TOT,71,36,1886,231,598,.386,35,127,.276,196,471,.416,.416,215,283,.760,65,221,286,120,70,9,88,180,712
430,Frank Williams,PG,23,NYK,56,3,714,80,208,.385,18,60,.300,62,148,.419,.428,41,48,.854,8,45,53,121,25,6,63,58,219
431,Jason Williams,PG,28,MEM,72,68,2115,290,713,.407,120,364,.330,170,349,.487,.491,82,98,.837,25,122,147,492,92,5,136,97,782
432,Jerome Williams,PF,30,TOT,68,44,1637,158,336,.470,0,8,.000,158,328,.482,.470,106,155,.684,177,298,475,72,90,8,74,134,422
433,Mo Williams,SG,21,UTA,57,0,772,115,303,.380,10,39,.256,105,264,.398,.396,44,56,.786,23,49,72,76,28,2,51,87,284
434,Scott Williams,C,35,TOT,43,21,527,90,186,.484,2,3,.667,88,183,.481,.489,16,27,.593,38,94,132,17,20,16,16,95,198
435,Shammond Williams,SG-PG,28,TOT,53,4,763,87,232,.375,30,100,.300,57,132,.432,.440,51,58,.879,9,51,60,116,37,2,47,62,255
436,Corliss Williamson,PF,30,DET,79,0,1574,304,602,.505,0,0,0,304,602,.505,.505,144,197,.731,88,168,256,57,30,20,113,204,752
437,Kevin Willis,C,41,SAS,48,0,373,70,150,.467,0,1,.000,70,149,.470,.467,24,39,.615,37,61,98,11,21,9,32,61,164
438,Loren Woods,C,25,MIA,38,2,506,44,96,.458,0,0,0,44,96,.458,.458,33,55,.600,65,69,134,10,11,19,26,52,121
439,Qyntel Woods,SF,22,POR,62,8,673,88,237,.371,10,29,.345,78,208,.375,.392,38,60,.633,46,90,136,46,20,14,52,88,224
440,Metta World Peace,SF,24,IND,73,71,2714,468,1112,.421,75,242,.310,393,870,.452,.455,322,439,.733,100,285,385,272,152,50,202,194,1333
441,Lorenzen Wright,C,28,MEM,65,46,1674,257,586,.439,0,5,.000,257,581,.442,.439,96,131,.733,144,301,445,71,45,58,77,192,610
442,Wang Zhizhi,C,26,TOT,16,0,114,17,46,.370,4,14,.286,13,32,.406,.413,9,10,.900,4,14,18,2,3,5,6,13,47
